Canada-Ontario, Population size (abridged)	Last modified: 21 Dec 2023;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1945          46             24114.16        25207.22        49321.38
  1945          47             23793.66        24729.05        48522.71
  1945          48             23442.74        24345.88        47788.62
  1945          49             23065.15        24018.71        47083.86
  1945          50             22681.05        23662.28        46343.33
  1945          51             22280.46        23287.86        45568.32
  1945          52             21865.62        22887.52        44753.14
  1945          53             21433.80        22446.19        43879.99
  1945          54             20980.99        21966.28        42947.27
  1945          55             20511.67        21472.46        41984.13
  1945          56             20038.86        20965.64        41004.50
  1945          57             19485.70        20383.64        39869.34
  1945          58             18820.86        19698.15        38519.01
  1945          59             18085.10        18938.74        37023.84
  1945          60             17344.25        18168.91        35513.16
  1945          61             16577.07        17381.67        33958.74
  1945          62             15868.56        16578.50        32447.06
  1945          63             15264.06        15767.58        31031.64
  1945          64             14721.40        14953.74        29675.14
  1945          65             14160.23        14129.90        28290.13
  1945          66             13600.07        13295.73        26895.80
  1945          67             13000.90        12494.64        25495.54
  1945          68             12332.90        11746.13        24079.03
  1945          69             11622.89        11033.88        22656.77
  1945          70             10924.63        10326.88        21251.51
  1945          71             10227.37         9632.71        19860.08
  1945          72              9547.37         8938.95        18486.32
  1945          73              8897.53         8235.62        17133.15
  1945          74              8269.95         7532.70        15802.65
  1945          75              7646.36         6854.36        14500.72
  1945          76              7037.20         6199.77        13236.97
  1945          77              6421.70         5564.85        11986.55
  1945          78              5789.36         4951.35        10740.71
  1945          79              5155.52         4363.09         9518.61
  1945          80              4970.50         3969.94         8940.44
  1945          81              4446.18         3497.25         7943.43
  1945          82              3848.20         3105.18         6953.38
  1945          83              3290.33         2537.66         5827.99
  1945          84              2995.52         2218.00         5213.52
  1945          85              2364.40         1732.83         4097.23
  1945          86              1807.49         1349.86         3157.35
  1945          87              1450.88         1083.23         2534.11
  1945          88              1191.19          845.58         2036.77
  1945          89               921.58          627.83         1549.41
  1945          90               685.18          454.59         1139.77
  1945          91               501.73          337.38          839.11
  1945          92               389.27          235.92          625.19
  1945          93               262.12          167.48          429.60
  1945          94               180.76          123.37          304.13
  1945          95               131.54           75.65          207.19
  1945          96                93.29           44.45          137.74
  1945          97                60.51           32.81           93.32
  1945          98                37.06           26.68           63.74
  1945          99                24.28           13.83           38.11
  1945         100                17.44            7.02           24.46
  1945         101                 9.23            3.73           12.96
  1945         102                 3.83            1.89            5.72
  1945         103                 2.54            0.82            3.36
  1945         104                 1.53            0.55            2.08
  1945         105                 0.53            0.45            0.98
  1945         106                 0.47            0.00            0.47
  1945         107                 0.00            0.00            0.00
  1945         108                 0.00            0.00            0.00
  1945         109                 0.00            0.00            0.00
  1945         110+                0.00            0.00            0.00
  1946           0             40005.10        42300.57        82305.67
  1946           1             37589.12        39537.31        77126.43
  1946           2             35577.19        37239.67        72816.86
  1946           3             33938.15        35368.73        69306.88
  1946           4             32641.67        33888.52        66530.19
  1946           5             31656.51        32761.44        64417.95
  1946           6             30950.65        31950.58        62901.23
  1946           7             30494.37        31419.54        61913.91
  1946           8             30255.50        31130.40        61385.90
  1946           9             30202.70        31048.17        61250.87
  1946          10             30329.47        31157.09        61486.56
  1946          11             30628.49        31445.84        62074.33
  1946          12             30949.10        31757.19        62706.29
  1946          13             31214.00        32008.41        63222.41
  1946          14             31462.50        32231.74        63694.24
  1946          15             31774.91        32525.65        64300.56
  1946          16             32088.58        32846.57        64935.15
  1946          17             32527.66        33195.91        65723.57
  1946          18             33147.07        33577.76        66724.83
  1946          19             33845.06        33954.11        67799.17
  1946          20             34503.14        34313.47        68816.61
  1946          21             35186.63        34691.15        69877.78
  1946          22             35522.89        34827.36        70350.25
  1946          23             35325.78        34601.91        69927.69
  1946          24             34778.27        34141.73        68920.00
  1946          25             34230.60        33675.88        67906.48
  1946          26             33595.43        33136.78        66732.21
  1946          27             33080.31        32734.98        65815.29
  1946          28             32820.13        32591.45        65411.58
  1946          29             32699.84        32595.98        65295.82
  1946          30             32492.63        32532.67        65025.30
  1946          31             32264.25        32465.68        64729.93
  1946          32             31888.40        32244.06        64132.46
  1946          33             31287.66        31777.64        63065.30
  1946          34             30542.95        31155.84        61698.79
  1946          35             29817.56        30550.78        60368.34
  1946          36             29082.08        29922.72        59004.80
  1946          37             28400.10        29368.56        57768.66
  1946          38             27820.66        28955.21        56775.87
  1946          39             27314.12        28628.75        55942.87
  1946          40             26793.51        28271.80        55065.31
  1946          41             26264.64        27911.01        54175.65
  1946          42             25803.86        27524.32        53328.18
  1946          43             25438.61        27090.66        52529.27
  1946          44             25133.36        26627.69        51761.05
  1946          45             24830.69        26170.96        51001.65
  1946          46             24542.95        25712.41        50255.36
  1946          47             24221.44        25260.84        49482.28
  1946          48             23837.44        24825.40        48662.84
  1946          49             23409.67        24397.79        47807.46
  1946          50             22983.16        23952.67        46935.83
  1946          51             22539.41        23486.64        46026.05
  1946          52             22107.57        23033.54        45141.11
  1946          53             21701.82        22605.21        44307.03
  1946          54             21301.74        22180.56        43482.30
  1946          55             20880.33        21732.90        42613.23
  1946          56             20457.92        21274.58        41732.50
  1946          57             19937.34        20730.34        40667.68
  1946          58             19273.85        20063.18        39337.03
  1946          59             18517.68        19307.76        37825.44
  1946          60             17760.27        18545.84        36306.11
  1946          61             16976.61        17768.09        34744.70
  1946          62             16249.44        16967.92        33217.36
  1946          63             15627.85        16154.01        31781.86
  1946          64             15069.67        15331.26        30400.93
  1946          65             14488.75        14496.76        28985.51
  1946          66             13907.07        13649.10        27556.17
  1946          67             13288.40        12831.59        26119.99
  1946          68             12606.31        12062.17        24668.48
  1946          69             11884.81        11327.50        23212.31
  1946          70             11174.56        10596.24        21770.80
  1946          71             10466.48         9877.57        20344.05
  1946          72              9771.23         9157.73        18928.96
  1946          73              9099.72         8427.88        17527.60
  1946          74              8446.63         7699.21        16145.84
  1946          75              7799.29         6995.54        14794.83
  1946          76              7165.95         6314.53        13480.48
  1946          77              6532.19         5659.69        12191.88
  1946          78              5893.19         5036.36        10929.55
  1946          79              5259.53         4444.02         9703.55
  1946          80              5197.53         4088.70         9286.23
  1946          81              4542.01         3531.96         8073.97
  1946          82              4022.47         3073.17         7095.64
  1946          83              3415.12         2684.92         6100.04
  1946          84              2869.93         2159.35         5029.28
  1946          85              2601.84         1892.44         4494.28
  1946          86              1994.34         1443.74         3438.08
  1946          87              1499.75         1086.38         2586.13
  1946          88              1207.89          860.10         2067.99
  1946          89               985.59          673.63         1659.22
  1946          90               756.47          490.04         1246.51
  1946          91               558.98          344.99          903.97
  1946          92               396.14          253.33          649.47
  1946          93               294.65          178.91          473.56
  1946          94               194.95          121.90          316.85
  1946          95               129.72           84.50          214.22
  1946          96                87.12           52.31          139.43
  1946          97                62.34           32.07           94.41
  1946          98                41.09           24.80           65.89
  1946          99                25.57           18.67           44.24
  1946         100                15.74            8.06           23.80
  1946         101                11.33            4.10           15.43
  1946         102                 5.67            1.90            7.57
  1946         103                 2.03            0.88            2.91
  1946         104                 1.36            0.46            1.82
  1946         105                 0.78            0.55            1.33
  1946         106                 0.53            0.45            0.98
  1946         107                 0.47            0.00            0.47
  1946         108                 0.00            0.00            0.00
  1946         109                 0.00            0.00            0.00
  1946         110+                0.00            0.00            0.00
  1947           0             42010.05        44345.58        86355.63
  1947           1             39547.37        41638.50        81185.87
  1947           2             37449.79        39326.50        76776.29
  1947           3             35690.87        37382.08        73072.95
  1947           4             34246.30        35776.93        70023.23
  1947           5             33090.48        34484.19        67574.67
  1947           6             32198.18        33474.88        65673.06
  1947           7             31544.29        32722.41        64266.70
  1947           8             31102.57        32196.77        63299.34
  1947           9             30848.86        31872.98        62721.84
  1947          10             30774.74        31735.77        62510.51
  1947          11             30872.38        31772.15        62644.53
  1947          12             31029.02        31882.03        62911.05
  1947          13             31186.57        32009.09        63195.66
  1947          14             31370.72        32167.81        63538.53
  1947          15             31628.70        32405.96        64034.66
  1947          16             31905.43        32682.53        64587.96
  1947          17             32327.84        33031.27        65359.11
  1947          18             32949.93        33464.70        66414.63
  1947          19             33671.12        33931.97        67603.09
  1947          20             34362.63        34388.41        68751.04
  1947          21             35078.24        34865.68        69943.92
  1947          22             35499.26        35128.96        70628.22
  1947          23             35461.95        35064.32        70526.27
  1947          24             35114.64        34777.84        69892.48
  1947          25             34764.83        34486.44        69251.27
  1947          26             34346.44        34140.63        68487.07
  1947          27             33958.62        33830.56        67789.18
  1947          28             33679.71        33619.14        67298.85
  1947          29             33450.95        33457.20        66908.15
  1947          30             33144.93        33235.60        66380.53
  1947          31             32801.09        32987.07        65788.16
  1947          32             32369.42        32663.81        65033.23
  1947          33             31819.84        32233.16        64053.00
  1947          34             31190.20        31730.77        62920.97
  1947          35             30557.80        31223.79        61781.59
  1947          36             29915.65        30701.73        60617.38
  1947          37             29281.66        30192.07        59473.73
  1947          38             28675.83        29720.15        58395.98
  1947          39             28094.82        29271.30        57366.12
  1947          40             27508.57        28806.45        56315.02
  1947          41             26911.49        28330.10        55241.59
  1947          42             26388.15        27875.34        54263.49
  1947          43             25972.97        27456.00        53428.97
  1947          44             25627.87        27057.59        52685.46
  1947          45             25280.76        26653.35        51934.11
  1947          46             24947.16        26253.10        51200.26
  1947          47             24588.73        25824.02        50412.75
  1947          48             24179.81        25349.68        49529.49
  1947          49             23737.23        24845.34        48582.57
  1947          50             23298.48        24334.50        47632.98
  1947          51             22845.48        23802.41        46647.89
  1947          52             22409.74        23301.82        45711.56
  1947          53             22007.15        22857.57        44864.72
  1947          54             21614.48        22437.39        44051.87
  1947          55             21202.32        21991.55        43193.87
  1947          56             20790.32        21535.54        42325.86
  1947          57             20285.15        20999.96        41285.11
  1947          58             19643.74        20346.88        39990.62
  1947          59             18912.17        19609.64        38521.81
  1947          60             18179.42        18866.64        37046.06
  1947          61             17422.27        18108.07        35530.34
  1947          62             16707.69        17330.41        34038.10
  1947          63             16077.44        16542.17        32619.61
  1947          64             15497.02        15744.76        31241.78
  1947          65             14894.35        14934.94        29829.29
  1947          66             14287.35        14112.86        28400.21
  1947          67             13648.93        13302.20        26951.13
  1947          68             12958.68        12512.11        25470.79
  1947          69             12236.18        11738.44        23974.62
  1947          70             11521.34        10968.34        22489.68
  1947          71             10810.67        10208.33        21019.00
  1947          72             10102.33         9453.91        19556.24
  1947          73              9403.16         8701.74        18104.90
  1947          74              8712.90         7959.74        16672.64
  1947          75              8030.81         7239.82        15270.63
  1947          76              7360.97         6541.48        13902.45
  1947          77              6704.30         5871.65        12575.95
  1947          78              6062.97         5234.39        11297.36
  1947          79              5441.22         4629.64        10070.86
  1947          80              5268.06         4237.75         9505.81
  1947          81              4762.03         3674.75         8436.78
  1947          82              4108.65         3161.00         7269.65
  1947          83              3582.14         2668.32         6250.46
  1947          84              3010.59         2305.68         5316.27
  1947          85              2467.26         1827.75         4295.01
  1947          86              2205.87         1585.51         3791.38
  1947          87              1676.91         1176.88         2853.79
  1947          88              1260.39          855.55         2115.94
  1947          89               995.52          663.30         1658.82
  1947          90               791.50          518.29         1309.79
  1947          91               593.28          374.03          967.31
  1947          92               449.29          249.98          699.27
  1947          93               319.10          181.36          500.46
  1947          94               227.09          133.95          361.04
  1947          95               140.43           90.01          230.44
  1947          96                94.88           59.15          154.03
  1947          97                66.14           37.96          104.10
  1947          98                42.31           22.54           64.85
  1947          99                22.10           13.76           35.86
  1947         100                13.64           10.64           24.28
  1947         101                10.26            5.42           15.68
  1947         102                 7.16            2.34            9.50
  1947         103                 3.23            0.83            4.06
  1947         104                 0.78            0.54            1.32
  1947         105                 0.53            0.46            0.99
  1947         106                 0.47            0.55            1.02
  1947         107                 0.53            0.45            0.98
  1947         108                 0.47            0.00            0.47
  1947         109                 0.00            0.00            0.00
  1947         110+                0.00            0.00            0.00
  1948           0             45485.10        49067.15        94552.25
  1948           1             42556.23        45631.17        88187.40
  1948           2             40034.55        42672.90        82707.45
  1948           3             37892.28        40159.73        78052.01
  1948           4             36101.70        38057.00        74158.70
  1948           5             34635.04        36332.30        70967.34
  1948           6             33465.98        34951.36        68417.34
  1948           7             32564.17        33881.36        66445.53
  1948           8             31904.04        33088.21        64992.25
  1948           9             31457.07        32539.91        63996.98
  1948          10             31218.20        32224.79        63442.99
  1948          11             31183.92        32134.51        63318.43
  1948          12             31210.14        32116.48        63326.62
  1948          13             31223.02        32089.95        63312.97
  1948          14             31264.98        32092.90        63357.88
  1948          15             31407.45        32209.37        63616.82
  1948          16             31584.84        32379.34        63964.18
  1948          17             31960.66        32695.41        64656.07
  1948          18             32607.33        33197.43        65804.76
  1948          19             33406.02        33801.47        67207.49
  1948          20             34178.45        34395.51        68573.96
  1948          21             34979.64        35021.55        70001.19
  1948          22             35512.42        35419.00        70931.42
  1948          23             35618.21        35454.94        71073.15
  1948          24             35428.00        35242.70        70670.70
  1948          25             35240.13        35036.05        70276.18
  1948          26             35002.26        34789.74        69792.00
  1948          27             34718.21        34521.58        69239.79
  1948          28             34419.70        34267.57        68687.27
  1948          29             34095.59        34010.80        68106.39
  1948          30             33701.31        33696.03        67397.34
  1948          31             33248.70        33332.08        66580.78
  1948          32             32776.02        32966.74        65742.76
  1948          33             32298.54        32618.43        64916.97
  1948          34             31809.41        32270.56        64079.97
  1948          35             31296.11        31899.26        63195.37
  1948          36             30776.48        31521.97        62298.45
  1948          37             30202.75        31081.24        61283.99
  1948          38             29556.06        30553.47        60109.53
  1948          39             28869.69        29970.10        58839.79
  1948          40             28187.49        29387.39        57574.88
  1948          41             27490.03        28788.94        56278.97
  1948          42             26885.01        28240.00        55125.01
  1948          43             26423.58        27778.15        54201.73
  1948          44             26056.08        27372.64        53428.72
  1948          45             25679.00        26950.13        52629.13
  1948          46             25312.92        26520.53        51833.45
  1948          47             24927.00        26092.37        51019.37
  1948          48             24495.83        25659.22        50155.05
  1948          49             24035.65        25219.67        49255.32
  1948          50             23582.56        24773.78        48356.34
  1948          51             23120.56        24322.48        47443.04
  1948          52             22675.72        23842.41        46518.13
  1948          53             22262.22        23323.72        45585.94
  1948          54             21859.21        22771.59        44630.80
  1948          55             21439.79        22207.72        43647.51
  1948          56             21021.38        21628.76        42650.14
  1948          57             20521.54        21022.40        41543.94
  1948          58             19900.46        20382.82        40283.28
  1948          59             19200.39        19716.67        38917.06
  1948          60             18498.89        19033.61        37532.50
  1948          61             17774.57        18332.79        36107.36
  1948          62             17087.66        17620.22        34707.88
  1948          63             16472.66        16900.75        33373.41
  1948          64             15899.92        16171.27        32071.19
  1948          65             15304.42        15431.54        30735.96
  1948          66             14701.18        14686.64        29387.82
  1948          67             14072.18        13914.74        27986.92
  1948          68             13402.11        13104.48        26506.59
  1948          69             12703.95        12271.64        24975.59
  1948          70             12010.63        11443.95        23454.58
  1948          71             11322.89        10619.02        21941.91
  1948          72             10612.56         9815.01        20427.57
  1948          73              9871.63         9044.75        18916.38
  1948          74              9116.27         8302.75        17419.02
  1948          75              8371.09         7575.50        15946.59
  1948          76              7632.23         6870.83        14503.06
  1948          77              6926.97         6181.07        13108.04
  1948          78              6271.71         5502.98        11774.69
  1948          79              5656.63         4844.96        10501.59
  1948          80              5392.57         4351.14         9743.71
  1948          81              4776.01         3816.68         8592.69
  1948          82              4293.16         3266.90         7560.06
  1948          83              3646.03         2741.38         6387.41
  1948          84              3146.72         2251.20         5397.92
  1948          85              2597.81         1921.06         4518.87
  1948          86              2085.36         1513.82         3599.18
  1948          87              1854.94         1289.79         3144.73
  1948          88              1389.90          926.77         2316.67
  1948          89              1052.73          670.76         1723.49
  1948          90               804.69          505.96         1310.65
  1948          91               612.84          391.81         1004.65
  1948          92               460.15          275.52          735.67
  1948          93               348.70          172.49          521.19
  1948          94               242.02          124.39          366.41
  1948          95               171.09           95.63          266.72
  1948          96               100.01           60.99          161.00
  1948          97                62.92           37.87          100.79
  1948          98                43.73           24.98           68.71
  1948          99                30.88           15.18           46.06
  1948         100                14.65            9.07           23.72
  1948         101                 8.55            6.31           14.86
  1948         102                 7.04            3.21           10.25
  1948         103                 4.95            0.93            5.88
  1948         104                 2.06            0.00            2.06
  1948         105                 0.47            0.54            1.01
  1948         106                 0.53            0.46            0.99
  1948         107                 0.47            0.55            1.02
  1948         108                 0.53            0.45            0.98
  1948         109                 0.47            0.00            0.47
  1948         110+                0.00            0.00            0.00
  1949           0             49227.19        52307.33       101534.52
  1949           1             45840.93        48797.38        94638.31
  1949           2             42894.92        45704.05        88598.97
  1949           3             40361.92        43002.18        83364.10
  1949           4             38211.75        40666.60        78878.35
  1949           5             36416.01        38674.92        75090.93
  1949           6             34946.11        37000.79        71946.90
  1949           7             33771.21        35620.65        69391.86
  1949           8             32864.15        34510.32        67374.47
  1949           9             32195.68        33645.65        65841.33
  1949          10             31762.21        33017.22        64779.43
  1949          11             31563.33        32616.54        64179.87
  1949          12             31434.71        32341.37        63776.08
  1949          13             31292.18        32135.58        63427.76
  1949          14             31189.48        32022.98        63212.46
  1949          15             31216.71        32035.55        63252.26
  1949          16             31304.61        32114.37        63418.98
  1949          17             31630.10        32412.20        64042.30
  1949          18             32275.76        32991.80        65267.56
  1949          19             33114.18        33737.58        66851.76
  1949          20             33935.19        34481.53        68416.72
  1949          21             34776.27        35270.06        70046.33
  1949          22             35436.14        35820.76        71256.90
  1949          23             35791.71        35981.63        71773.34
  1949          24             35919.05        35871.49        71790.54
  1949          25             36043.39        35777.02        71820.41
  1949          26             36148.15        35661.23        71809.38
  1949          27             36049.79        35450.41        71500.20
  1949          28             35686.85        35144.32        70831.17
  1949          29             35140.04        34768.12        69908.16
  1949          30             34544.14        34337.42        68881.56
  1949          31             33861.33        33830.97        67692.30
  1949          32             33258.53        33411.62        66670.15
  1949          33             32827.29        33156.22        65983.51
  1949          34             32492.82        32989.52        65482.34
  1949          35             32101.18        32775.80        64876.98
  1949          36             31704.78        32564.59        64269.37
  1949          37             31193.04        32206.02        63399.06
  1949          38             30503.12        31618.43        62121.55
  1949          39             29707.19        30886.40        60593.59
  1949          40             28930.60        30172.12        59102.72
  1949          41             28136.17        29436.18        57572.35
  1949          42             27453.16        28779.74        56232.90
  1949          43             26952.65        28266.56        55219.21
  1949          44             26569.89        27846.23        54416.12
  1949          45             26169.21        27395.14        53564.35
  1949          46             25776.04        26926.72        52702.76
  1949          47             25366.44        26483.13        51849.57
  1949          48             24913.36        26067.21        50980.57
  1949          49             24433.85        25661.78        50095.63
  1949          50             23964.35        25252.44        49216.79
  1949          51             23492.35        24850.44        48342.79
  1949          52             23026.10        24367.93        47394.03
  1949          53             22570.08        23762.74        46332.82
  1949          54             22114.23        23075.22        45189.45
  1949          55             21647.63        22388.79        44036.42
  1949          56             21180.87        21685.52        42866.39
  1949          57             20655.61        21000.42        41656.03
  1949          58             20045.11        20358.42        40403.53
  1949          59             19379.28        19741.92        39121.20
  1949          60             18711.29        19101.43        37812.72
  1949          61             18024.22        18440.76        36464.98
  1949          62             17370.06        17783.77        35153.83
  1949          63             16776.73        17136.79        33913.52
  1949          64             16217.98        16487.39        32705.37
  1949          65             15638.15        15828.99        31467.14
  1949          66             15046.99        15171.92        30218.91
  1949          67             14439.66        14452.68        28892.34
  1949          68             13809.42        13641.85        27451.27
  1949          69             13157.84        12771.68        25929.52
  1949          70             12506.19        11909.26        24415.45
  1949          71             11862.86        11044.68        22907.54
  1949          72             11161.12        10198.75        21359.87
  1949          73             10374.19         9388.82        19763.01
  1949          74              9537.84         8608.89        18146.73
  1949          75              8714.24         7838.79        16553.03
  1949          76              7891.89         7087.61        14979.50
  1949          77              7122.29         6356.85        13479.14
  1949          78              6438.45         5645.93        12084.38
  1949          79              5816.70         4962.60        10779.30
  1949          80              5424.95         4376.44         9801.39
  1949          81              4901.70         3902.60         8804.30
  1949          82              4297.44         3354.03         7651.47
  1949          83              3832.65         2808.46         6641.11
  1949          84              3194.72         2338.40         5533.12
  1949          85              2719.54         1865.43         4584.97
  1949          86              2212.32         1582.00         3794.32
  1949          87              1719.04         1231.31         2950.35
  1949          88              1516.33         1055.90         2572.23
  1949          89              1111.57          730.92         1842.49
  1949          90               839.23          510.37         1349.60
  1949          91               644.53          380.96         1025.49
  1949          92               477.75          301.86          779.61
  1949          93               344.54          203.94          548.48
  1949          94               259.13          113.53          372.66
  1949          95               172.39           81.91          254.30
  1949          96               120.16           67.41          187.57
  1949          97                64.14           42.49          106.63
  1949          98                40.48           25.02           65.50
  1949          99                25.21           18.01           43.22
  1949         100                18.02           10.34           28.36
  1949         101                 9.76            5.90           15.66
  1949         102                 5.91            4.55           10.46
  1949         103                 5.44            2.37            7.81
  1949         104                 3.89            0.64            4.53
  1949         105                 1.75            0.00            1.75
  1949         106                 0.47            0.54            1.01
  1949         107                 0.53            0.46            0.99
  1949         108                 0.47            0.55            1.02
  1949         109                 0.53            0.45            0.98
  1949         110+                0.47            0.00            0.47
  1950           0             51840.49        53396.94       105237.43
  1950           1             48449.48        50378.37        98827.85
  1950           2             45439.18        47613.11        93052.29
  1950           3             42791.20        45095.06        87886.26
  1950           4             40482.11        42818.16        83300.27
  1950           5             38490.92        40776.82        79267.74
  1950           6             36796.80        38964.72        75761.52
  1950           7             35376.75        37374.84        72751.59
  1950           8             34210.95        36002.71        70213.66
  1950           9             33276.63        34840.91        68117.54
  1950          10             32575.06        33878.68        66453.74
  1950          11             32106.24        33103.27        65209.51
  1950          12             31739.17        32537.30        64276.47
  1950          13             31407.54        32186.44        63593.98
  1950          14             31155.83        32028.01        63183.84
  1950          15             31053.13        31987.67        63040.80
  1950          16             31036.10        32028.42        63064.52
  1950          17             31293.92        32306.16        63600.08
  1950          18             31914.24        32875.89        64790.13
  1950          19             32768.91        33626.79        66395.70
  1950          20             33618.59        34392.78        68011.37
  1950          21             34477.18        35204.10        69681.28
  1950          22             35274.04        35839.69        71113.73
  1950          23             35939.70        36172.32        72112.02
  1950          24             36473.79        36282.63        72756.42
  1950          25             36994.05        36407.28        73401.33
  1950          26             37529.73        36533.51        74063.24
  1950          27             37676.12        36460.30        74136.42
  1950          28             37258.61        36122.55        73381.16
  1950          29             36468.07        35610.60        72078.67
  1950          30             35653.94        35057.74        70711.68
  1950          31             34726.81        34407.38        69134.19
  1950          32             33966.69        33922.86        67889.55
  1950          33             33541.11        33738.46        67279.57
  1950          34             33312.55        33724.24        67036.79
  1950          35             32989.39        33636.68        66626.07
  1950          36             32652.06        33552.96        66205.02
  1950          37             32173.98        33263.39        65437.37
  1950          38             31471.73        32647.80        64119.53
  1950          39             30630.64        31825.20        62455.84
  1950          40             29819.64        31030.69        60850.33
  1950          41             29002.13        30214.68        59216.81
  1950          42             28262.37        29479.00        57741.37
  1950          43             27659.17        28898.64        56557.81
  1950          44             27149.29        28419.45        55568.74
  1950          45             26622.33        27900.93        54523.26
  1950          46             26088.12        27354.07        53442.19
  1950          47             25603.01        26862.72        52465.73
  1950          48             25178.78        26446.98        51625.76
  1950          49             24791.32        26068.99        50860.31
  1950          50             24405.68        25685.34        50091.02
  1950          51             24032.89        25321.19        49354.08
  1950          52             23605.16        24832.28        48437.44
  1950          53             23085.64        24147.85        47233.49
  1950          54             22504.61        23338.81        45843.42
  1950          55             21929.41        22543.70        44473.11
  1950          56             21349.13        21730.25        43079.38
  1950          57             20760.78        20977.32        41738.10
  1950          58             20169.12        20337.32        40506.44
  1950          59             19575.14        19769.76        39344.90
  1950          60             18968.82        19171.19        38140.01
  1950          61             18349.01        18552.20        36901.21
  1950          62             17743.44        17945.21        35688.65
  1950          63             17164.86        17353.56        34518.42
  1950          64             16599.35        16761.40        33360.75
  1950          65             16017.77        16161.41        32179.18
  1950          66             15420.26        15566.76        30987.02
  1950          67             14819.51        14885.10        29704.61
  1950          68             14218.93        14074.85        28293.78
  1950          69             13607.36        13179.01        26786.37
  1950          70             12989.87        12292.16        25282.03
  1950          71             12383.54        11401.74        23785.28
  1950          72             11681.45        10520.40        22201.85
  1950          73             10837.77         9666.22        20503.99
  1950          74              9907.92         8836.46        18744.38
  1950          75              8996.14         8013.95        17010.09
  1950          76              8080.28         7205.69        15285.97
  1950          77              7240.93         6433.85        13674.78
  1950          78              6527.76         5708.85        12236.61
  1950          79              5905.01         5029.43        10934.44
  1950          80              5515.74         4373.43         9889.17
  1950          81              4926.62         3879.69         8806.31
  1950          82              4437.06         3441.06         7878.12
  1950          83              3835.95         2906.24         6742.19
  1950          84              3399.32         2388.70         5788.02
  1950          85              2782.14         1953.00         4735.14
  1950          86              2309.82         1533.30         3843.12
  1950          87              1839.37         1289.57         3128.94
  1950          88              1407.90          985.23         2393.13
  1950          89              1246.83          859.56         2106.39
  1950          90               888.43          557.39         1445.82
  1950          91               656.09          376.42         1032.51
  1950          92               493.84          272.32          766.16
  1950          93               361.64          207.87          569.51
  1950          94               257.90          138.44          396.34
  1950          95               190.42           73.27          263.69
  1950          96               117.07           56.91          173.98
  1950          97                84.73           43.90          128.63
  1950          98                40.20           25.65           65.85
  1950          99                26.04           16.07           42.11
  1950         100                14.94           11.29           26.23
  1950         101                10.82            5.73           16.55
  1950         102                 5.35            2.45            7.80
  1950         103                 3.53            2.55            6.08
  1950         104                 4.00            1.37            5.37
  1950         105                 2.94            0.00            2.94
  1950         106                 1.47            0.00            1.47
  1950         107                 0.47            0.54            1.01
  1950         108                 0.53            0.46            0.99
  1950         109                 0.47            0.55            1.02
  1950         110+                1.00            0.45            1.45
  1951           0             54266.91        56181.70       110448.61
  1951           1             51329.95        53452.08       104782.03
  1951           2             48578.53        50821.75        99400.28
  1951           3             46014.21        48303.97        94318.18
  1951           4             43639.44        45912.00        89551.44
