Canada-Ontario, Population size (abridged)	Last modified: 21 Dec 2023;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1969          10             75999.87        79721.29       155721.16
  1969          11             74727.79        78233.62       152961.41
  1969          12             73087.96        76407.93       149495.89
  1969          13             71109.63        74219.60       145329.23
  1969          14             68980.97        71935.69       140916.66
  1969          15             67385.79        69987.83       137373.62
  1969          16             66375.65        68527.75       134903.40
  1969          17             65653.75        67214.19       132867.94
  1969          18             64614.79        65718.32       130333.11
  1969          19             63568.02        64154.30       127722.32
  1969          20             62080.28        62353.94       124434.22
  1969          21             60050.77        60235.92       120286.69
  1969          22             58075.80        57983.64       116059.44
  1969          23             56146.72        55906.48       112053.20
  1969          24             54051.44        53965.15       108016.59
  1969          25             51959.64        52144.18       104103.82
  1969          26             50146.83        50525.68       100672.51
  1969          27             48678.50        49013.69        97692.19
  1969          28             47272.22        47585.30        94857.52
  1969          29             46038.76        46395.39        92434.15
  1969          30             45222.54        45727.78        90950.32
  1969          31             44889.01        45652.82        90541.83
  1969          32             44812.82        45848.94        90661.76
  1969          33             44801.38        46158.40        90959.78
  1969          34             44942.58        46597.46        91540.04
  1969          35             45169.57        47032.78        92202.35
  1969          36             45397.46        47403.86        92801.32
  1969          37             45669.27        47741.00        93410.27
  1969          38             45929.03        48118.02        94047.05
  1969          39             46107.30        48359.12        94466.42
  1969          40             46513.47        48410.02        94923.49
  1969          41             47147.82        48407.24        95555.06
  1969          42             47734.35        48332.53        96066.88
  1969          43             48324.83        48174.10        96498.93
  1969          44             48632.55        47820.74        96453.29
  1969          45             47848.66        46748.50        94597.16
  1969          46             45991.85        44948.19        90940.04
  1969          47             43670.24        42869.26        86539.50
  1969          48             41313.86        40695.53        82009.39
  1969          49             39046.48        38660.73        77707.21
  1969          50             37565.25        37344.84        74910.09
  1969          51             36887.20        36825.95        73713.15
  1969          52             36508.82        36597.07        73105.89
  1969          53             36052.91        36303.48        72356.39
  1969          54             35519.88        35891.15        71411.03
  1969          55             34650.57        35007.69        69658.26
  1969          56             33410.55        33624.61        67035.16
  1969          57             32068.19        32056.00        64124.19
  1969          58             30781.60        30514.42        61296.02
  1969          59             29533.57        29015.14        58548.71
  1969          60             28467.02        27688.50        56155.52
  1969          61             27605.15        26577.21        54182.36
  1969          62             26836.41        25535.55        52371.96
  1969          63             26052.58        24467.96        50520.54
  1969          64             25239.33        23380.72        48620.05
  1969          65             24391.83        22216.48        46608.31
  1969          66             23542.66        20984.64        44527.30
  1969          67             22655.57        19763.21        42418.78
  1969          68             21754.64        18531.12        40285.76
  1969          69             20872.03        17329.76        38201.79
  1969          70             19827.82        16147.13        35974.95
  1969          71             19129.15        15207.20        34336.35
  1969          72             18437.73        14278.02        32715.75
  1969          73             17708.63        13370.69        31079.32
  1969          74             16917.57        12488.44        29406.01
  1969          75             15960.21        11472.92        27433.13
  1969          76             14824.92        10503.09        25328.01
  1969          77             13711.96         9637.12        23349.08
  1969          78             12366.17         8742.07        21108.24
  1969          79             11159.98         7654.63        18814.61
  1969          80             11116.80         7379.00        18495.80
  1969          81              9427.55         6191.00        15618.55
  1969          82              8908.45         5622.00        14530.45
  1969          83              7756.00         4924.00        12680.00
  1969          84              6893.00         4302.00        11195.00
  1969          85              5656.00         3502.00         9158.00
  1969          86              4969.00         2921.00         7890.00
  1969          87              4006.00         2275.00         6281.00
  1969          88              3511.00         1921.00         5432.00
  1969          89              2554.00         1369.00         3923.00
  1969          90              2090.00         1016.00         3106.00
  1969          91              1651.00          794.00         2445.00
  1969          92              1257.00          532.00         1789.00
  1969          93               880.00          409.00         1289.00
  1969          94               674.22          294.29          968.51
  1969          95               469.93          163.30          633.23
  1969          96               363.11          122.88          485.99
  1969          97               179.55           80.18          259.73
  1969          98               139.41           53.91          193.32
  1969          99                89.56           40.49          130.05
  1969         100                61.55           26.49           88.04
  1969         101                40.17           15.85           56.02
  1969         102                21.63            9.45           31.08
  1969         103                16.31            3.15           19.46
  1969         104                 7.17            0.55            7.72
  1969         105                 3.54            0.45            3.99
  1969         106                 3.46            0.00            3.46
  1969         107                 1.39            0.55            1.94
  1969         108                 1.07            0.45            1.52
  1969         109                 0.93            0.00            0.93
  1969         110+                0.00            0.00            0.00
  1970           0             61188.92        63960.81       125149.73
  1970           1             60108.79        63487.51       123596.30
  1970           2             61754.98        65141.70       126896.68
  1970           3             66740.16        70362.08       137102.24
  1970           4             72790.81        76525.59       149316.40
  1970           5             75071.24        78967.77       154039.01
  1970           6             76500.23        80428.84       156929.07
  1970           7             77168.70        81052.81       158221.51
  1970           8             77588.04        81525.85       159113.89
  1970           9             77605.09        81652.75       159257.84
  1970          10             77155.50        81171.55       158327.05
  1970          11             76263.92        80124.00       156387.92
  1970          12             75026.18        78588.16       153614.34
  1970          13             73359.91        76700.54       150060.45
  1970          14             71365.76        74507.80       145873.56
  1970          15             69343.58        72206.99       141550.57
  1970          16             67903.52        70410.25       138313.77
  1970          17             67259.92        69079.08       136339.00
  1970          18             66820.54        68037.23       134857.77
  1970          19             66296.97        66812.06       133109.03
  1970          20             65690.10        65552.01       131242.11
  1970          21             64401.35        64019.88       128421.23
  1970          22             62470.90        62020.92       124491.82
  1970          23             60187.59        59882.56       120070.15
  1970          24             57916.71        57879.53       115796.24
  1970          25             55553.39        55926.77       111480.16
  1970          26             53246.88        54012.88       107259.76
  1970          27             51336.60        52196.40       103533.00
  1970          28             49731.63        50465.32       100196.95
  1970          29             48112.06        48810.50        96922.56
  1970          30             46699.85        47346.49        94046.34
  1970          31             45755.19        46469.94        92225.13
  1970          32             45342.24        46292.24        91634.48
  1970          33             45231.97        46476.64        91708.61
  1970          34             45222.78        46737.08        91959.86
  1970          35             45339.58        47075.30        92414.88
  1970          36             45488.07        47438.39        92926.46
  1970          37             45649.12        47697.29        93346.41
  1970          38             45808.07        47995.83        93803.90
  1970          39             45899.25        48238.57        94137.82
  1970          40             46044.37        48342.10        94386.47
  1970          41             46420.85        48381.33        94802.18
  1970          42             47080.93        48389.92        95470.85
  1970          43             47711.55        48287.20        95998.75
  1970          44             48294.58        48154.10        96448.68
  1970          45             48632.65        47792.33        96424.98
  1970          46             47881.87        46683.87        94565.74
  1970          47             45983.39        44868.81        90852.20
  1970          48             43604.02        42704.96        86308.98
  1970          49             41203.06        40466.90        81669.96
  1970          50             38936.58        38385.18        77321.76
  1970          51             37408.43        37023.36        74431.79
  1970          52             36744.71        36502.05        73246.76
  1970          53             36382.82        36273.59        72656.41
  1970          54             35983.34        35978.91        71962.25
  1970          55             35467.73        35533.90        71001.63
  1970          56             34627.10        34633.12        69260.22
  1970          57             33389.82        33237.70        66627.52
  1970          58             32013.54        31647.01        63660.55
  1970          59             30693.28        30086.93        60780.21
  1970          60             29431.58        28573.23        58004.81
  1970          61             28361.77        27249.67        55611.44
  1970          62             27500.23        26106.72        53606.95
  1970          63             26739.15        25042.55        51781.70
  1970          64             25947.07        23972.38        49919.45
  1970          65             25120.42        22850.39        47970.81
  1970          66             24268.59        21650.82        45919.41
  1970          67             23368.92        20375.90        43744.82
  1970          68             22424.33        19075.71        41500.04
  1970          69             21454.23        17804.70        39258.93
  1970          70             20284.38        16417.65        36702.03
  1970          71             19502.35        15439.82        34942.17
  1970          72             18780.09        14446.97        33227.06
  1970          73             18018.34        13505.62        31523.96
  1970          74             17220.07        12608.03        29828.10
  1970          75             16097.02        11474.67        27571.69
  1970          76             15153.48        10553.60        25707.08
  1970          77             14107.39         9612.52        23719.91
  1970          78             12899.81         8790.81        21690.62
  1970          79             11531.43         7933.49        19464.92
  1970          80             11359.10         7289.44        18648.54
  1970          81             10387.80         6642.00        17029.80
  1970          82              8733.55         5508.00        14241.55
  1970          83              8162.45         4969.00        13131.45
  1970          84              7005.00         4305.00        11310.00
  1970          85              6205.00         3691.00         9896.00
  1970          86              4998.00         2966.00         7964.00
  1970          87              4365.00         2431.00         6796.00
  1970          88              3486.00         1881.00         5367.00
  1970          89              2983.00         1568.00         4551.00
  1970          90              2129.00         1064.00         3193.00
  1970          91              1714.00          787.00         2501.00
  1970          92              1341.00          590.00         1931.00
  1970          93               986.00          400.00         1386.00
  1970          94               683.00          295.00          978.00
  1970          95               512.22          187.29          699.51
  1970          96               347.93          117.30          465.23
  1970          97               256.11           82.88          338.99
  1970          98               132.55           56.18          188.73
  1970          99                98.31           32.56          130.87
  1970         100                58.78           27.90           86.68
  1970         101                41.31           16.39           57.70
  1970         102                25.85            9.25           35.10
  1970         103                12.85            7.00           19.85
  1970         104                 9.23            2.25           11.48
  1970         105                 2.92            0.55            3.47
  1970         106                 2.00            0.45            2.45
  1970         107                 0.92            0.00            0.92
  1970         108                 0.00            0.55            0.55
  1970         109                 0.00            0.45            0.45
  1970         110+                0.00            0.00            0.00
  1971           0             62782.79        65447.68       128230.47
  1971           1             61907.73        64666.30       126574.03
  1971           2             60948.87        64116.55       125065.42
  1971           3             62743.15        65893.68       128636.83
  1971           4             68190.93        71778.64       139969.57
  1971           5             72396.25        75687.38       148083.63
  1971           6             76080.58        80143.42       156224.00
  1971           7             78241.00        82039.54       160280.54
  1971           8             78790.69        83249.08       162039.77
  1971           9             78835.61        82412.52       161248.13
  1971          10             79080.74        83059.86       162140.60
  1971          11             77683.73        81848.04       159531.77
  1971          12             76654.66        80507.48       157162.14
  1971          13             75453.80        79215.43       154669.23
  1971          14             74270.29        77465.29       151735.58
  1971          15             72731.47        75628.18       148359.65
  1971          16             71878.41        74878.72       146757.13
  1971          17             70218.84        72415.51       142634.35
  1971          18             69244.06        71102.21       140346.27
  1971          19             68624.79        69490.17       138114.96
  1971          20             68184.03        68592.65       136776.68
  1971          21             67523.52        67268.56       134792.08
  1971          22             67367.68        67340.20       134707.88
  1971          23             67404.85        67508.12       134912.97
  1971          24             69144.62        67946.93       137091.55
  1971          25             59593.28        60661.35       120254.63
  1971          26             57481.17        57906.90       115388.07
  1971          27             55619.60        58497.72       114117.32
  1971          28             54852.39        55953.29       110805.68
  1971          29             51540.94        54338.27       105879.21
  1971          30             49320.80        50709.47       100030.27
  1971          31             47675.56        49462.39        97137.95
  1971          32             47404.61        48515.93        95920.54
  1971          33             46461.97        48243.93        94705.90
  1971          34             45720.70        47637.79        93358.49
  1971          35             46118.08        48226.75        94344.83
  1971          36             45885.78        47936.82        93822.60
  1971          37             45608.13        47952.49        93560.62
  1971          38             46487.19        49099.60        95586.79
  1971          39             46363.18        49288.01        95651.19
  1971          40             46424.43        49544.71        95969.14
  1971          41             46699.47        49376.47        96075.94
  1971          42             46517.22        48619.92        95137.14
  1971          43             47472.24        48985.25        96457.49
  1971          44             47461.13        48289.45        95750.58
  1971          45             48422.78        48369.36        96792.14
  1971          46             48360.01        47548.24        95908.25
  1971          47             47655.59        46552.90        94208.49
  1971          48             46014.90        45136.37        91151.27
  1971          49             45090.04        44287.73        89377.77
  1971          50             42411.40        41866.12        84277.52
  1971          51             40329.76        39845.77        80175.53
  1971          52             37176.05        36541.62        73717.67
  1971          53             35842.07        35269.44        71111.51
  1971          54             35617.96        35307.41        70925.37
  1971          55             35553.34        35302.03        70855.37
  1971          56             36075.04        35817.82        71892.86
  1971          57             34903.44        34727.72        69631.16
  1971          58             33367.16        32960.41        66327.57
  1971          59             32079.59        31488.19        63567.78
  1971          60             30610.95        29839.75        60450.70
  1971          61             29066.14        28306.96        57373.10
  1971          62             28673.10        27173.32        55846.42
  1971          63             27760.71        25792.03        53552.74
  1971          64             26839.15        24395.74        51234.89
  1971          65             26186.72        23348.26        49534.98
  1971          66             25375.73        22350.41        47726.14
  1971          67             24210.71        21175.71        45386.42
  1971          68             23173.10        19999.02        43172.12
  1971          69             21883.06        18544.04        40427.10
  1971          70             20958.26        17141.48        38099.74
  1971          71             20223.71        16158.90        36382.61
  1971          72             19236.45        14766.59        34003.04
  1971          73             18469.11        13506.22        31975.33
  1971          74             17633.28        12654.50        30287.78
  1971          75             16592.18        11636.15        28228.33
  1971          76             15490.42        10574.08        26064.50
  1971          77             14382.98         9772.88        24155.86
  1971          78             13329.65         8890.56        22220.21
  1971          79             12019.95         8112.35        20132.30
  1971          80             11557.45         7389.56        18947.01
  1971          81             10576.10         6526.44        17102.54
  1971          82              9670.80         5924.00        15594.80
  1971          83              8039.55         4813.00        12852.55
  1971          84              7454.45         4328.00        11782.45
  1971          85              6261.00         3692.00         9953.00
  1971          86              5492.00         3160.00         8652.00
  1971          87              4362.00         2491.00         6853.00
  1971          88              3817.00         1994.00         5811.00
  1971          89              2982.00         1553.00         4535.00
  1971          90              2489.00         1270.00         3759.00
  1971          91              1774.00          826.00         2600.00
  1971          92              1406.00          596.00         2002.00
  1971          93              1056.00          465.00         1521.00
  1971          94               790.00          290.00         1080.00
  1971          95               537.00          207.00          744.00
  1971          96               377.22          133.29          510.51
  1971          97               260.93           86.30          347.23
  1971          98               182.11           59.88          241.99
  1971          99               100.97           38.35          139.32
  1971         100                65.77           19.90           85.67
  1971         101                35.77           19.00           54.77
  1971         102                25.92            8.94           34.86
  1971         103                15.07            5.00           20.07
  1971         104                 7.54            4.45           11.99
  1971         105                 7.31            0.90            8.21
  1971         106                 1.92            0.55            2.47
  1971         107                 0.46            0.45            0.91
  1971         108                 0.00            0.00            0.00
  1971         109                 0.00            0.00            0.00
  1971         110+                0.00            0.00            0.00
  1972           0             61756.66        65071.58       126828.24
  1972           1             63459.09        66084.21       129543.30
  1972           2             62458.03        65327.57       127785.60
  1972           3             61596.88        64593.61       126190.49
  1972           4             63747.75        67054.29       130802.04
  1972           5             68306.90        71563.81       139870.71
  1972           6             73401.12        77050.55       150451.67
  1972           7             77462.71        81387.79       158850.50
  1972           8             79284.64        83588.62       162873.26
  1972           9             79671.51        83704.12       163375.63
  1972          10             79903.88        83507.11       163410.99
  1972          11             79490.37        83608.93       163099.30
  1972          12             77943.88        82093.83       160037.71
  1972          13             76875.55        80885.09       157760.64
  1972          14             76014.23        79600.31       155614.54
  1972          15             75190.89        78138.73       153329.62
  1972          16             74591.70        77530.32       152122.02
  1972          17             73516.93        76121.11       149638.04
  1972          18             71647.76        73716.67       145364.43
  1972          19             70709.41        72039.04       142748.45
  1972          20             69889.84        70616.31       140506.15
  1972          21             69231.98        69557.57       138789.55
  1972          22             69367.50        69529.17       138896.67
  1972          23             70697.02        71029.22       141726.24
  1972          24             73860.41        72977.49       146837.90
  1972          25             68845.56        68755.72       137601.28
  1972          26             60597.60        61402.59       122000.19
  1972          27             58806.80        61051.59       119858.39
  1972          28             58088.09        60557.00       118645.09
  1972          29             55688.65        58413.72       114102.37
  1972          30             52091.00        54907.16       106998.16
  1972          31             49823.08        51922.35       101745.43
  1972          32             48799.35        50539.24        99338.59
  1972          33             47971.71        49644.87        97616.58
  1972          34             46617.38        48725.02        95342.40
  1972          35             46313.79        48612.50        94926.29
  1972          36             46419.42        48603.05        95022.47
  1972          37             45888.97        48166.23        94055.20
  1972          38             46407.42        49059.72        95467.14
  1972          39             46972.78        50059.00        97031.78
  1972          40             46757.01        50198.50        96955.51
  1972          41             46995.22        50205.82        97201.04
  1972          42             46771.26        49408.22        96179.48
  1972          43             46889.45        49031.88        95921.33
  1972          44             47294.58        48804.72        96099.30
  1972          45             47632.00        48390.03        96022.03
  1972          46             48245.58        48052.49        96298.07
  1972          47             48168.63        47305.97        95474.60
  1972          48             47561.88        46591.39        94153.27
  1972          49             47148.05        46259.65        93407.70
  1972          50             45788.42        45047.62        90836.04
  1972          51             43284.02        42674.63        85958.65
  1972          52             39843.10        39070.23        78913.33
  1972          53             36319.62        35376.76        71696.38
  1972          54             35193.86        34517.12        69710.98
  1972          55             35284.13        34769.74        70053.87
  1972          56             36008.94        35498.02        71506.96
  1972          57             36068.39        35653.63        71722.02
  1972          58             34626.33        34205.27        68831.60
  1972          59             33221.93        32570.16        65792.09
  1972          60             31903.10        31104.81        63007.91
  1972          61             30282.61        29412.08        59694.69
  1972          62             29285.41        28045.27        57330.68
  1972          63             28770.31        26671.41        55441.72
  1972          64             27715.21        25048.43        52763.64
  1972          65             26874.89        23690.97        50565.86
  1972          66             26168.61        22737.25        48905.86
  1972          67             25092.87        21733.99        46826.86
  1972          68             23854.47        20648.93        44503.40
  1972          69             22554.02        19316.09        41870.11
  1972          70             21445.46        17857.80        39303.26
  1972          71             20814.56        16705.84        37520.40
  1972          72             19830.04        15378.23        35208.27
  1972          73             18839.95        13794.92        32634.87
  1972          74             17961.33        12663.03        30624.36
  1972          75             17065.41        11779.58        28844.99
  1972          76             15939.81        10749.50        26689.31
  1972          77             14722.61         9819.40        24542.01
  1972          78             13623.49         9034.60        22658.09
  1972          79             12496.70         8187.12        20683.82
  1972          80             11782.80         7429.88        19212.68
  1972          81             10772.45         6662.56        17435.01
  1972          82              9838.10         5850.44        15688.54
  1972          83              8873.80         5227.00        14100.80
  1972          84              7358.55         4162.00        11520.55
  1972          85              6746.45         3658.00        10404.45
  1972          86              5590.00         3166.00         8756.00
  1972          87              4825.00         2623.00         7448.00
  1972          88              3800.00         2067.00         5867.00
  1972          89              3266.00         1611.00         4877.00
  1972          90              2493.00         1249.00         3742.00
  1972          91              2097.00          991.00         3088.00
  1972          92              1436.00          629.00         2065.00
  1972          93              1097.00          440.00         1537.00
  1972          94               811.00          350.00         1161.00
  1972          95               610.00          219.00          829.00
  1972          96               412.00          145.00          557.00
  1972          97               280.22           88.29          368.51
  1972          98               185.93           55.30          241.23
  1972          99               128.32           37.89          166.21
  1972         100                61.99           25.59           87.58
  1972         101                38.69           12.69           51.38
  1972         102                21.84           11.10           32.94
  1972         103                19.46            5.24           24.70
  1972         104                10.15            3.45           13.60
  1972         105                 2.46            3.00            5.46
  1972         106                 4.00            0.45            4.45
  1972         107                 0.92            0.55            1.47
  1972         108                 0.00            0.45            0.45
  1972         109                 0.00            0.00            0.00
  1972         110+                0.00            0.00            0.00
  1973           0             59956.90        63760.33       123717.23
  1973           1             62087.16        65430.51       127517.67
  1973           2             63974.63        66718.25       130692.88
  1973           3             62880.12        65846.32       128726.44
  1973           4             61957.84        65005.58       126963.42
  1973           5             64101.58        67408.81       131510.39
  1973           6             68627.30        71941.44       140568.74
  1973           7             73605.23        77274.96       150880.19
  1973           8             77614.79        81512.69       159127.48
  1973           9             79474.95        83803.66       163278.61
  1973          10             79904.12        83947.59       163851.71
  1973          11             80315.41        83959.04       164274.45
  1973          12             79991.22        84157.32       164148.54
  1973          13             78245.71        82406.08       160651.79
  1973          14             77060.64        81070.22       158130.86
  1973          15             76295.13        79809.34       156104.47
  1973          16             75710.87        78468.75       154179.62
  1973          17             75518.56        78133.92       153652.48
  1973          18             74808.39        76917.59       151725.98
  1973          19             73376.90        74713.79       148090.69
  1973          20             72274.70        72862.34       145137.04
  1973          21             71222.48        71417.53       142640.01
  1973          22             70321.61        70334.02       140655.63
  1973          23             70150.48        70166.41       140316.89
  1973          24             71337.67        71562.63       142900.30
  1973          25             74339.06        73771.08       148110.14
  1973          26             69287.66        69601.84       138889.50
  1973          27             60957.09        62025.06       122982.15
  1973          28             59287.19        61496.59       120783.78
  1973          29             58575.78        60905.60       119481.38
  1973          30             55989.18        58562.87       114552.05
  1973          31             52378.42        54895.79       107274.21
  1973          32             50080.15        51963.66       102043.81
  1973          33             48965.52        50585.70        99551.22
  1973          34             48123.75        49752.30        97876.05
  1973          35             46755.91        48804.02        95559.93
  1973          36             46490.78        48701.73        95192.51
  1973          37             46581.43        48638.56        95219.99
  1973          38             46127.30        48262.09        94389.39
  1973          39             46675.41        49190.62        95866.03
  1973          40             47143.04        50098.23        97241.27
  1973          41             46831.33        50126.97        96958.30
  1973          42             47085.10        50148.81        97233.91
  1973          43             46816.84        49291.82        96108.66
  1973          44             46888.82        48850.41        95739.23
  1973          45             47280.53        48609.57        95890.10
  1973          46             47638.77        48213.95        95852.72
  1973          47             48250.10        47848.01        96098.11
  1973          48             48116.64        47066.42        95183.06
  1973          49             47568.60        46377.17        93945.77
  1973          50             47244.07        46077.21        93321.28
  1973          51             45856.03        44782.64        90638.67
  1973          52             43321.94        42403.92        85725.86
  1973          53             39778.34        38713.37        78491.71
  1973          54             36098.11        34965.61        71063.72
  1973          55             35015.63        34117.98        69133.61
  1973          56             35132.15        34324.76        69456.91
  1973          57             35830.47        34994.58        70825.05
  1973          58             35823.95        35114.22        70938.17
  1973          59             34374.22        33623.23        67997.45
  1973          60             33094.67        32069.34        65164.01
  1973          61             31918.87        30658.34        62577.21
  1973          62             30267.78        28917.12        59184.90
  1973          63             29179.31        27477.30        56656.61
  1973          64             28631.80        26064.35        54696.15
  1973          65             27494.30        24388.94        51883.24
  1973          66             26563.47        22979.41        49542.88
  1973          67             25805.59        22006.75        47812.34
  1973          68             24710.38        20995.01        45705.39
  1973          69             23459.96        19879.96        43339.92
  1973          70             22144.45        18519.01        40663.46
  1973          71             21082.18        17093.72        38175.90
  1973          72             20427.09        15932.29        36359.38
  1973          73             19357.46        14578.23        33935.69
  1973          74             18280.54        12976.83        31257.37
  1973          75             17305.75        11836.07        29141.82
  1973          76             16370.87        10969.10        27339.97
  1973          77             15221.26         9959.48        25180.74
  1973          78             13995.03         9024.37        23019.40
  1973          79             12889.87         8252.06        21141.93
  1973          80             12390.55         7534.12        19924.67
  1973          81             11057.80         6672.88        17730.68
  1973          82              9916.45         5973.56        15890.01
  1973          83              9032.10         5177.44        14209.54
  1973          84              8102.80         4509.00        12611.80
  1973          85              6627.55         3584.00        10211.55
  1973          86              5980.45         3126.00         9106.45
  1973          87              4928.00         2616.00         7544.00
  1973          88              4179.00         2159.00         6338.00
  1973          89              3250.00         1694.00         4944.00
  1973          90              2762.00         1270.00         4032.00
  1973          91              2036.00          986.00         3022.00
  1973          92              1684.00          771.00         2455.00
  1973          93              1114.00          466.00         1580.00
  1973          94               867.00          330.00         1197.00
  1973          95               611.00          243.00          854.00
  1973          96               447.00          154.00          601.00
  1973          97               307.00           88.00          395.00
  1973          98               199.22           53.29          252.51
  1973          99               130.10           39.54          169.64
  1973         100                91.61           27.14          118.75
  1973         101                36.07           18.90           54.97
  1973         102                21.23           10.34           31.57
  1973         103                11.38            8.45           19.83
  1973         104                11.08            2.90           13.98
  1973         105                 5.84            2.45            8.29
  1973         106                 0.46            2.00            2.46
  1973         107                 2.00            0.00            2.00
  1973         108                 0.00            0.00            0.00
  1973         109                 0.00            0.00            0.00
  1973         110+                0.00            0.00            0.00
  1974           0             59091.73        62465.12       121556.85
  1974           1             60062.28        63882.25       123944.53
  1974           2             62546.47        65974.22       128520.69
  1974           3             64591.57        67470.64       132062.21
  1974           4             63411.13        66508.03       129919.16
  1974           5             62384.21        65550.08       127934.29
  1974           6             64609.19        67940.59       132549.78
  1974           7             69055.30        72396.17       141451.47
  1974           8             73865.95        77557.48       151423.43
  1974           9             77828.04        81748.21       159576.25
  1974          10             79731.41        84106.36       163837.77
  1974          11             80220.83        84252.25       164473.08
  1974          12             80780.45        84498.63       165279.08
  1974          13             80555.12        84751.35       165306.47
  1974          14             78599.07        82784.98       161384.05
  1974          15             77350.76        81371.94       158722.70
  1974          16             76819.67        80196.99       157016.66
  1974          17             76659.56        79179.94       155839.50
  1974          18             77011.65        79187.64       156199.29
  1974          19             76836.08        78176.19       155012.27
  1974          20             75221.38        75732.52       150953.90
  1974          21             73856.74        73855.14       147711.88
  1974          22             72544.48        72464.31       145008.79
  1974          23             71325.73        71390.93       142716.66
  1974          24             71018.45        71240.48       142258.93
  1974          25             72048.65        72661.88       144710.53
  1974          26             74950.93        75065.18       150016.11
  1974          27             69792.56        70635.99       140428.55
  1974          28             61332.41        62725.25       124057.66
  1974          29             59743.92        62076.62       121820.54
  1974          30             59074.79        61353.78       120428.57
  1974          31             56372.02        58805.93       115177.95
  1974          32             52730.11        55013.19       107743.30
  1974          33             50398.40        52151.08       102549.48
  1974          34             49253.85        50826.64       100080.49
  1974          35             48333.91        49948.12        98282.03
  1974          36             46974.53        48980.53        95955.06
  1974          37             46700.40        48827.96        95528.36
  1974          38             46789.51        48719.16        95508.67
  1974          39             46338.66        48355.08        94693.74
  1974          40             46980.52        49354.24        96334.76
  1974          41             47305.96        50139.06        97445.02
  1974          42             46888.36        50051.92        96940.28
  1974          43             47192.19        50094.88        97287.07
  1974          44             46852.07        49214.07        96066.14
  1974          45             46857.82        48660.07        95517.89
  1974          46             47233.62        48392.03        95625.65
  1974          47             47615.17        48022.47        95637.64
  1974          48             48250.73        47627.62        95878.35
  1974          49             48056.24        46794.98        94851.22
  1974          50             47612.43        46171.55        93783.98
  1974          51             47375.65        45864.33        93239.98
  1974          52             45930.20        44481.78        90411.98
  1974          53             43345.44        42077.86        85423.30
  1974          54             39660.64        38353.66        78014.30
  1974          55             35857.67        34504.07        70361.74
  1974          56             34817.48        33678.47        68495.95
  1974          57             34996.74        33867.83        68864.57
  1974          58             35621.00        34490.07        70111.07
  1974          59             35566.04        34530.76        70096.80
  1974          60             34136.19        32996.20        67132.39
  1974          61             32957.48        31542.59        64500.07
  1974          62             31900.20        30197.89        62098.09
  1974          63             30203.48        28373.15        58576.63
  1974          64             29027.29        26869.36        55896.65
  1974          65             28434.27        25383.79        53818.06
  1974          66             27226.34        23677.00        50903.34
  1974          67             26214.03        22263.95        48477.98
  1974          68             25391.99        21256.70        46648.69
  1974          69             24276.27        20208.44        44484.71
  1974          70             23010.93        19063.48        42074.41
  1974          71             21683.97        17708.96        39392.93
  1974          72             20658.04        16279.16        36937.20
  1974          73             19979.24        15131.79        35111.03
  1974          74             18835.98        13745.78        32581.76
  1974          75             17644.67        12130.73        29775.40
  1974          76             16577.70        11017.53        27595.23
  1974          77             15634.88        10167.08        25801.96
  1974          78             14461.25         9172.03        23633.28
  1974          79             13214.01         8221.86        21435.87
